Cell.Potential (V)	Cell.Current (A)
0.751793	-8.830684E-005
0.751128	-8.830684E-005
0.750116	-8.029535E-005
0.749176	-7.762486E-005
0.747921	-0.000083856
0.746908	-7.762486E-005
0.746131	-8.207568E-005
0.745069	-7.673469E-005
0.74417	-7.584453E-005
0.74302	-8.118552E-005
0.741959	-8.830684E-005
0.741157	-9.008717E-005
0.74025	-7.495436E-005
0.739067	-0.000078515
0.73799	-0.000083856
0.736945	-9.18675E-005
0.736191	-0.000083856
0.734855	-8.296585E-005
0.733891	-8.652651E-005
0.733138	-8.118552E-005
0.732044	-9.275766E-005
0.730951	-7.495436E-005
0.730051	-8.296585E-005
0.729144	-8.207568E-005
0.728132	-9.008717E-005
0.727151	-8.652651E-005
0.725872	-8.830684E-005
0.724932	-8.563634E-005
0.723863	-9.097733E-005
0.723109	-8.296585E-005
0.721975	-9.364783E-005
0.721084	-8.652651E-005
0.720064	-7.940519E-005
0.719197	-8.830684E-005
0.71799	-8.474618E-005
0.717067	-7.673469E-005
0.716184	-0.000083856
0.715187	-9.097733E-005
0.71394	-0.000083856
0.713122	-9.898882E-005
0.712093	-8.652651E-005
0.711121	-8.474618E-005
0.710068	-8.474618E-005
0.708942	-9.097733E-005
0.708091	-8.296585E-005
0.70716	-9.364783E-005
0.706245	-8.118552E-005
0.704924	-0.000094538
0.703936	-8.652651E-005
0.703158	-9.097733E-005
0.702211	-0.000089197
0.70085	-8.563634E-005
0.699991	-9.18675E-005
0.699205	-0.000089197
0.698217	-7.495436E-005
0.697034	-0.000078515
0.695941	-9.097733E-005
0.695098	-7.584453E-005
0.694256	-8.029535E-005
0.692992	-8.207568E-005
0.691964	-8.741667E-005
0.690992	-9.364783E-005
0.689955	-7.940519E-005
0.68908	-0.000102
0.687849	-9.542816E-005
0.687031	-8.563634E-005
0.685929	-9.364783E-005
0.685022	-8.474618E-005
0.683944	-8.474618E-005
0.683005	-6.961337E-005
0.682065	-8.296585E-005
0.680915	-8.652651E-005
0.679894	-0.000094538
0.678914	-7.940519E-005
0.677869	-9.364783E-005
0.677197	-8.207568E-005
0.675763	-8.830684E-005
0.675042	-8.207568E-005
0.673981	-8.830684E-005
0.673066	-8.830684E-005
0.672207	-8.563634E-005
0.670846	-8.830684E-005
0.669923	-8.741667E-005
0.668951	-7.940519E-005
0.66806	-7.673469E-005
0.666666	-8.474618E-005
0.665913	-9.275766E-005
0.665087	-9.631832E-005
0.664034	-9.097733E-005
0.662956	-8.474618E-005
0.662025	-9.275766E-005
0.660996	-9.008717E-005
0.660194	-8.830684E-005
0.65889	-9.364783E-005
0.657926	-8.563634E-005
0.657059	-8.207568E-005
0.656087	-8.741667E-005
0.655107	-7.762486E-005
0.653965	-8.296585E-005
0.652993	-0.000078515
0.652045	-8.118552E-005
0.651195	-9.18675E-005
0.649891	-9.275766E-005
0.648991	-8.029535E-005
0.648028	-8.830684E-005
0.647015	-9.275766E-005
0.645857	-9.18675E-005
0.645128	-8.652651E-005
0.644164	-0.000083856
0.643054	-9.275766E-005
0.641863	-9.275766E-005
0.640875	-0.000083856
0.640024	-0.000089197
0.639271	-8.029535E-005
0.63825	-9.364783E-005
0.636898	-9.631832E-005
0.635958	-7.584453E-005
0.635124	-9.275766E-005
0.634273	-8.652651E-005
0.632767	-8.118552E-005
0.63211	-9.364783E-005
0.631195	-8.474618E-005
0.63045	-0.000083856
0.628846	-8.563634E-005
0.627866	-8.830684E-005
0.627112	-9.097733E-005
0.626165	-9.364783E-005
0.62499	-0.000078515
0.623961	-9.097733E-005
0.622998	-7.940519E-005
0.622074	-0.000083856
0.620827	-8.830684E-005
0.619936	-8.830684E-005
0.618988	-8.741667E-005
0.618081	-9.275766E-005
0.617222	-8.741667E-005
0.615821	-9.008717E-005
0.615019	-9.18675E-005
0.614152	-9.008717E-005
0.613212	-0.000094538
0.611868	-8.652651E-005
0.61092	-8.207568E-005
0.609988	-9.008717E-005
0.609138	-7.584453E-005
0.607801	-0.000094538
0.606951	-8.474618E-005
0.606003	-0.000083856
0.605031	-0.000089197
0.603743	-8.652651E-005
0.602909	-8.652651E-005
0.601961	-9.631832E-005
0.601046	-0.000089197
0.600203	-0.000089197
0.598875	-8.296585E-005
0.597968	-0.000083856
0.596995	-8.652651E-005
0.596104	-9.18675E-005
0.594841	-8.830684E-005
0.593853	-9.18675E-005
0.593075	-9.809865E-005
0.592127	-0.000089197
0.590912	-9.008717E-005
0.589956	-8.207568E-005
0.589106	-9.097733E-005
0.588093	-8.741667E-005
0.587145	-9.364783E-005
0.585898	-9.809865E-005
0.585161	-9.720849E-005
0.584051	-8.652651E-005
0.583176	-8.207568E-005
0.582002	-8.830684E-005
0.581078	-9.720849E-005
0.580317	-8.563634E-005
0.579345	-0.000094538
0.578106	-0.000099879
0.577158	-9.18675E-005
0.576137	-9.275766E-005
0.57527	-9.18675E-005
0.57408	-9.364783E-005
0.573132	-9.720849E-005
0.572265	-9.364783E-005
0.571212	-0.000083856
0.569884	-9.364783E-005
0.569163	-9.008717E-005
0.568037	-9.364783E-005
0.567032	-0.000101
0.566303	-9.097733E-005
0.564918	-9.275766E-005
0.564076	-0.000089197
0.56325	-0.000101
0.562196	-9.542816E-005
0.56086	-9.631832E-005
0.560163	-9.18675E-005
0.559086	-9.097733E-005
0.558252	-0.000089197
0.556866	-8.741667E-005
0.555894	-9.097733E-005
0.555206	-8.830684E-005
0.554396	-8.474618E-005
0.552865	-0.000102
0.551998	-9.275766E-005
0.551026	-8.830684E-005
0.550216	-0.000094538
0.548961	-9.364783E-005
0.548086	-9.097733E-005
0.547106	-9.542816E-005
0.546182	-9.364783E-005
0.545291	-9.097733E-005
0.543995	-9.097733E-005
0.543185	-9.631832E-005
0.542229	-9.008717E-005
0.541298	-9.631832E-005
0.539969	-9.720849E-005
0.538957	-9.720849E-005
0.538187	-0.000102
0.537207	-9.18675E-005
0.536	-8.741667E-005
0.535141	-9.720849E-005
0.534048	-9.364783E-005
0.533173	-9.898882E-005
0.53212	-9.275766E-005
0.531083	-9.631832E-005
0.530289	-9.008717E-005
0.529123	-9.364783E-005
0.52828	-9.542816E-005
0.52692	-0.000089197
0.525996	-9.18675E-005
0.525146	-9.542816E-005
0.524246	-0.000106
0.523153	-0.000099879
0.522132	-0.000101
0.521176	-9.18675E-005
0.52018	-9.898882E-005
0.518884	-0.000094538
0.518025	-9.542816E-005
0.516875	-0.000102
0.516008	-9.898882E-005
0.514842	-0.000106
0.514113	-9.542816E-005
0.512979	-0.000101
0.512185	-9.898882E-005
0.511286	-9.631832E-005
0.509949	-9.720849E-005
0.50901	-9.720849E-005
0.508151	-9.809865E-005
0.507139	-0.000099879
0.50594	-9.008717E-005
0.505016	-0.000094538
0.504125	-9.720849E-005
0.503178	-9.898882E-005
0.502052	-9.097733E-005
0.50082	-0.000101
0.500043	-9.008717E-005
0.499111	-0.000102
0.497888	-0.00011
0.496973	-0.000109
0.496009	-0.000103
0.495215	-9.720849E-005
0.494194	-0.000102
0.492987	-0.000102
0.49208	-9.809865E-005
0.491116	-0.000109
0.49012	-0.000103
0.488929	-0.000103
0.488103	-0.000104
0.487042	-9.809865E-005
0.486029	-9.898882E-005
0.484879	-0.000111
0.48419	-9.720849E-005
0.482983	-0.000111
0.482092	-0.000107
0.480861	-0.000104
0.480051	-0.000106
0.479022	-0.000111
0.478075	-0.00011
0.476997	-0.000107
0.475863	-0.000112
0.475102	-0.000099879
0.474251	-9.097733E-005
0.473182	-0.000103
0.472024	-0.000108
0.470922	-0.000109
0.470298	-0.000109
0.469164	-0.000103
0.467998	-0.000099879
0.467107	-0.000109
0.466038	-0.000103
0.465195	-0.000109
0.463899	-0.000105
0.463024	-0.000102
0.462004	-0.000115
0.461226	-0.00011
0.459946	-9.898882E-005
0.458901	-0.000103
0.458059	-0.000106
0.457103	-0.000103
0.456179	-0.000105
0.454924	-0.000112
0.453968	-0.000106
0.453118	-0.000112
0.452194	-0.000106
0.451101	-0.000103
0.45008	-0.000111
0.449278	-9.720849E-005
0.448176	-0.000111
0.446856	-0.00011
0.445965	-0.000108
0.445098	-0.000099879
0.444078	-0.00011
0.44262	-0.000113
0.441947	-0.000113
0.440918	-0.000106
0.440214	-0.000108
0.43908	-0.000107
0.437994	-0.000115
0.43699	-0.000113
0.436115	-0.000105
0.435127	-0.000104
0.433742	-0.000109
0.432915	-0.000103
0.432081	-0.000108
0.431222	-0.000106
0.429999	-0.000112
0.428962	-0.000111
0.427934	-0.000112
0.42718	-0.000103
0.4259	-0.000117
0.425131	-0.000111
0.424159	-0.000103
0.423154	-0.000107
0.422174	-0.000116
0.420903	-0.000111
0.419995	-0.000121
0.419064	-0.000103
0.418011	-0.000108
0.416844	-0.000111
0.415856	-0.000119
0.415078	-0.000112
0.414106	-0.000112
0.413021	-0.00011
0.411919	-0.000116
0.410931	-0.000117
0.410072	-0.000119
0.408687	-0.000105
0.407942	-0.000116
0.407116	-0.00011
0.406103	-0.000118
0.404953	-0.000111
0.403924	-0.000118
0.403049	-0.000122
0.402272	-0.000111
0.401194	-0.000118
0.399882	-0.000122
0.398951	-0.000113
0.397962	-0.000118
0.397128	-0.000113
0.395864	-0.000111
0.394892	-0.000121
0.394034	-0.000111
0.393135	-0.000108
0.391806	-0.000103
0.390996	-0.000114
0.389862	-0.000115
0.38902	-0.000118
0.387821	-0.000128
0.386914	-0.000114
0.385974	-0.000119
0.385164	-0.000112
0.3842	-0.000117
0.382985	-0.000111
0.382143	-0.000121
0.381073	-0.00012
0.380231	-0.000115
0.379032	-0.000121
0.377776	-0.000121
0.376942	-0.000126
0.37614	-0.000119
0.374787	-0.00012
0.373969	-0.000114
0.373192	-0.000115
0.37205	-0.000126
0.370826	-0.000116
0.36996	-0.000121
0.369012	-0.000108
0.368194	-0.000122
0.367141	-0.000119
0.366063	-0.000111
0.365027	-0.000124
0.364038	-0.000117
0.36305	-0.000112
0.361786	-0.00013
0.360993	-0.000123
0.359931	-0.000132
0.359097	-0.00012
0.357761	-0.000127
0.356934	-0.000126
0.356003	-0.000112
0.355193	-0.000119
0.35371	-0.000131
0.352884	-0.000126
0.352034	-0.000127
0.350964	-0.000119
0.350065	-0.000122
0.348955	-0.000125
0.347878	-0.000123
0.347076	-0.000124
0.345983	-0.000123
0.3448	-0.000133
0.343958	-0.000128
0.342896	-0.000129
0.342135	-0.000128
0.34092	-0.000128
0.340037	-0.00013
0.338976	-0.000125
0.338109	-0.000121
0.336748	-0.000134
0.335906	-0.000118
0.335031	-0.000133
0.334116	-0.000128
0.332974	-0.000116
0.331742	-0.000127
0.330965	-0.00012
0.330001	-0.000129
0.328948	-0.000135
0.327814	-0.000127
0.327036	-0.000129
0.325918	-0.000126
0.325124	-0.000123
0.323974	-0.00013
0.322824	-0.000125
0.321949	-0.000128
0.320977	-0.000128
0.319916	-0.000127
0.318944	-0.000133
0.317964	-0.00012
0.317137	-0.000133
0.315825	-0.000131
0.314837	-0.000128
0.313986	-0.000135
0.313079	-0.000122
0.311945	-0.000126
0.310965	-0.000128
0.309726	-0.000134
0.308988	-0.000125
0.307976	-0.000131
0.306874	-0.000135
0.305975	-0.000133
0.305036	-0.000135
0.304282	-0.000129
0.302678	-0.000137
0.301828	-0.00012
0.301139	-0.000134
0.300143	-0.00013
0.298758	-0.000139
0.297802	-0.000141
0.296951	-0.000139
0.296068	-0.000127
0.295105	-0.000139
0.293849	-0.000136
0.292934	-0.000135
0.292002	-0.000134
0.291014	-0.000177
0.289847	-0.000128
0.289005	-0.000138
0.287822	-0.000131
0.287085	-0.000127
0.285773	-0.000136
0.284793	-0.000144
0.283991	-0.000129
0.283051	-0.000138
0.281666	-0.00014
0.28088	-0.000135
0.279876	-0.000146
0.279017	-0.000137
0.278094	-0.000145
0.276855	-0.00013
0.275963	-0.000137
0.275064	-0.000149
0.2741	-0.000129
0.272772	-0.00015
0.271889	-0.000137
0.271047	-0.000142
0.269977	-0.00014
0.268876	-0.000131
0.267815	-0.000139
0.266956	-0.00014
0.266032	-0.000136
0.264809	-0.00014
0.26387	-0.000135
0.262898	-0.000143
0.262023	-0.000145
0.260889	-0.00014
0.259909	-0.000132
0.258904	-0.000147
0.258013	-0.000142
0.257187	-0.000141
0.255996	-0.000138
0.25504	-0.000135
0.254012	-0.00014
0.253202	-0.000137
0.251881	-0.000138
0.251055	-0.000131
0.250075	-0.000143
0.249022	-0.000142
0.247863	-0.000141
0.246891	-0.000141
0.245919	-0.000148
0.245134	-0.000133
0.243757	-0.000149
0.24293	-0.000133
0.242007	-0.000146
0.241011	-0.000145
0.240184	-0.00014
0.238856	-0.000142
0.238103	-0.000144
0.237147	-0.000149
0.236231	-0.00014
0.234798	-0.000153
0.23402	-0.000152
0.233186	-0.000152
0.232092	-0.00014
0.231007	-0.000141
0.230043	-0.000149
0.228795	-0.000143
0.228204	-0.000136
0.226859	-0.000151
0.22596	-0.00016
0.225077	-0.000146
0.223935	-0.000143
0.22306	-0.000149
0.221902	-0.000148
0.221124	-0.00015
0.220079	-0.000149
0.219261	-0.000154
0.217892	-0.000143
0.217034	-0.000143
0.216159	-0.000149
0.215187	-0.000152
0.213866	-0.000146
0.212951	-0.000152
0.21189	-0.00015
0.211031	-0.000157
0.209849	-0.000152
0.20886	-0.000157
0.207969	-0.000149
0.207119	-0.000143
0.206252	-0.000152
0.204851	-0.000148
0.203919	-0.000152
0.203125	-0.000157
0.202056	-0.00015
0.200882	-0.000152
0.199845	-0.000151
0.199197	-0.000148
0.198103	-0.000149
0.196904	-0.00016
0.196021	-0.000146
0.195057	-0.000154
0.194142	-0.000158
0.192838	-0.000164
0.191971	-0.000153
0.190999	-0.000152
0.190068	-0.000157
0.188788	-0.000172
0.187905	-0.00016
0.186844	-0.000168
0.186042	-0.000169
0.185264	-0.000151
0.183879	-0.000167
0.183012	-0.00016
0.181951	-0.000146
0.181125	-0.000159
0.179594	-0.000176
0.178808	-0.000166
0.177909	-0.000163
0.177156	-0.000174
0.175852	-0.000176
0.174977	-0.000161
0.173883	-0.000171
0.173073	-0.000157
0.171648	-0.000172
0.17087	-0.000168
0.170036	-0.000158
0.168991	-0.00015
0.167873	-0.000176
0.166723	-0.000166
0.166026	-0.000171
0.164884	-0.000176
0.164114	-0.000172
0.163013	-0.000163
0.161984	-0.000161
0.16089	-0.000174
0.16004	-0.000168
0.158841	-0.000166
0.15795	-0.000173
0.156905	-0.000168
0.156046	-0.000172
0.15488	-0.000182
0.153883	-0.000169
0.152928	-0.000169
0.152004	-0.00016
0.151178	-0.00017
0.149866	-0.000174
0.149007	-0.000163
0.148076	-0.000175
0.146933	-0.000184
0.14588	-0.000188
0.144981	-0.000172
0.143904	-0.000181
0.143151	-0.000183
0.141709	-0.000168
0.140963	-0.000176
0.139902	-0.000183
0.138963	-0.000168
0.137699	-0.000176
0.136889	-0.000165
0.135974	-0.000186
0.134904	-0.00018
0.13407	-0.000172
0.132823	-0.00017
0.131956	-0.000182
0.130992	-0.000192
0.130028	-0.000176
0.128894	-0.000188
0.127898	-0.000192
0.126966	-0.000187
0.126059	-0.000187
0.124925	-0.000189
0.123945	-0.000205
0.12307	-0.000206
0.122292	-0.000213
0.121126	-0.0002
0.119984	-0.000208
0.119076	-0.000212
0.118048	-0.000219
0.116873	-0.00022
0.115982	-0.000207
0.115059	-0.000208
0.114143	-0.000216
0.113074	-0.000217
0.111989	-0.00021
0.110895	-0.000225
0.110093	-0.000231
0.109097	-0.000235
0.107987	-0.00023
0.106942	-0.000233
0.106051	-0.000229
0.105176	-0.000227
0.103904	-0.000236
0.10303	-0.000235
0.10205	-0.000235
0.101231	-0.000234
0.099992	-0.000241
0.09915	-0.000248
0.097967	-0.000235
0.097181	-0.000242
0.096193	-0.00024
0.094889	-0.000252
0.094168	-0.000243
0.093034	-0.000242
0.092232	-0.000241
0.090912	-0.000237
0.089867	-0.000249
0.088935	-0.000244
0.087979	-0.000249
0.086886	-0.000254
0.086019	-0.000248
0.085047	-0.000259
0.083994	-0.000253
0.082925	-0.000244
0.081783	-0.000253
0.081191	-0.000251
0.080227	-0.000243
0.079045	-0.000253
0.077992	-0.000257
0.076939	-0.000257
0.076031	-0.000249
0.075221	-0.000253
0.073974	-0.000258
0.073131	-0.00025
0.072078	-0.000243
0.071114	-0.000259
0.069883	-0.000251
0.069008	-0.00026
0.067963	-0.000263
0.067202	-0.000257
0.065792	-0.000259
0.064885	-0.000264
0.063986	-0.000259
0.06299	-0.000259
0.061791	-0.000265
0.060876	-0.00026
0.060122	-0.000268
0.059021	-0.000259
0.058186	-0.000257
0.05689	-0.000275
0.05591	-0.000272
0.055068	-0.000268
0.054088	-0.000269
0.052889	-0.000264
0.051941	-0.000273
0.051098	-0.000264
0.050224	-0.000265
0.049679	-0.000262
0.048698	-0.000273
0.047787	-0.000269
0.046978	-0.000278
0.045558	-0.000281
0.044673	-0.000275
0.043881	-0.000271
0.042835	-0.000273
0.04181	-0.000279
0.040697	-0.000277
0.039771	-0.000279
0.038886	-0.000274
0.037893	-0.000282
0.036631	-0.000281
0.035709	-0.000283
0.034823	-0.000285
0.033988	-0.000281
0.032762	-0.000282
0.031779	-0.000287
0.030812	-0.000282
0.029941	-0.00029
0.028639	-0.000294
0.027836	-0.000289
0.026844	-0.000281
0.025979	-0.000286
0.02498	-0.000282
0.023813	-0.000305
0.022888	-0.000288
0.021874	-0.000293
0.021052	-0.000295
0.019853	-0.000298
0.018803	-0.000292
0.01793	-0.0003
0.017038	-0.000301
0.015888	-0.000295
0.014865	-0.000299
0.013821	-0.000306
0.012986	-0.000301
0.011887	-0.00031
0.010836	-0.000296
0.010894	-0.000308
0.011696	-0.000292
0.013067	-0.000273
0.013947	-0.000275
0.014703	-0.000276
0.015766	-0.000266
0.017074	-0.000263
0.017965	-0.000251
0.018829	-0.000242
0.019806	-0.000237
0.021015	-0.000231
0.022003	-0.000233
0.022831	-0.000221
0.023864	-0.000229
0.024855	-0.000218
0.025881	-0.00021
0.026727	-0.000197
0.027774	-0.000193
0.028684	-0.000176
0.030014	-0.000186
0.030774	-0.000164
0.031827	-0.000168
0.032663	-0.000166
0.03407	-0.000165
0.034707	-0.000147
0.035799	-0.000143
0.036782	-0.000149
0.038015	-0.000137
0.03881	-0.000133
0.039881	-0.000142
0.040715	-0.000139
0.041885	-0.000125
0.042725	-0.000127
0.043777	-0.000113
0.044718	-0.000112
0.045678	-0.00011
0.046859	-0.000111
0.047725	-0.000106
0.048661	-0.000094538
0.049622	-9.008717E-005
0.050159	-9.18675E-005
0.050985	-8.563634E-005
0.051803	-8.652651E-005
0.052856	-8.474618E-005
0.054193	-7.40642E-005
0.055035	-6.516255E-005
0.055975	-6.249205E-005
0.056987	-6.516255E-005
0.05817	-7.13937E-005
0.059053	-6.605271E-005
0.060106	-7.13937E-005
0.06094	-5.270024E-005
0.061872	-6.160189E-005
0.063022	-5.270024E-005
0.06397	-5.091991E-005
0.064877	-4.735925E-005
0.065784	-4.646908E-005
0.066975	-4.201826E-005
0.068004	-3.934776E-005
0.068806	-3.400677E-005
0.069818	-0.000024215
0.071203	-2.510512E-005
0.071949	-2.065429E-005
0.072872	-0.000024215
0.073958	-2.243462E-005
0.075059	-1.976413E-005
0.076031	-1.709363E-005
0.07706	-7.301819E-006
0.077943	-1.960829E-006
0.079231	1.599832E-006
0.079936	-0.000002851
0.08111	-9.972314E-006
0.081896	4.270327E-006
0.082844	4.270327E-006
0.083945	4.270327E-006
0.085055	0.000007831
0.085922	1.406214E-005
0.086724	1.76228E-005
0.088076	6.940822E-006
0.089065	1.76228E-005
0.089931	2.741462E-005
0.090903	1.940313E-005
0.092151	0.000018513
0.093293	1.940313E-005
0.094055	2.830478E-005
0.094937	2.652445E-005
0.096282	3.364577E-005
0.0971	3.097528E-005
0.09804	3.097528E-005
0.098955	3.54261E-005
0.09996	2.830478E-005
0.101175	3.631627E-005
0.101798	3.364577E-005
0.102884	4.165726E-005
0.103888	4.254742E-005
0.105055	4.343759E-005
0.106059	4.521792E-005
0.107039	4.076709E-005
0.107906	5.946056E-005
0.109178	5.58999E-005
0.110101	6.480155E-005
0.11113	6.213105E-005
0.111891	5.32294E-005
0.113131	6.925237E-005
0.114135	7.37032E-005
0.115075	6.391138E-005
0.116168	7.37032E-005
0.117003	7.637369E-005
0.11808	8.527535E-005
0.118987	7.726386E-005
0.120048	0.000101
0.12081	9.328683E-005
0.122195	0.000094177
0.123029	9.595733E-005
0.12392	0.000088836
0.124811	0.000103
0.126075	0.000127
0.127112	0.000121
0.127954	0.000111
0.128829	0.000124
0.130052	0.000124
0.131041	0.000143
0.131875	0.000142
0.132871	0.00014
0.134127	0.000154
0.135228	0.000148
0.135974	0.000143
0.136792	0.000132
0.137731	0.000127
0.138922	0.000139
0.139983	0.00015
0.141004	0.000148
0.141976	0.00015
0.143215	0.000146
0.143871	0.000134
0.144892	0.000151
0.145848	0.000145
0.14699	0.00015
0.147995	0.000162
0.148861	0.000149
0.149744	0.000143
0.15117	0.000156
0.15211	0.000162
0.152855	0.00015
0.1539	0.00017
0.154937	0.000155
0.156095	0.000159
0.157026	0.000165
0.157885	0.000165
0.158865	0.000156
0.160064	0.000166
0.160923	0.000165
0.161717	0.000166
0.162802	0.00017
0.164057	0.000166
0.165086	0.000172
0.165726	0.000176
0.166844	0.00017
0.168213	0.000167
0.169063	0.000174
0.169752	0.000184
0.170789	0.000162
0.171704	0.000176
0.173114	0.000181
0.17398	0.000186
0.174969	0.000181
0.1759	0.000181
0.177075	0.00017
0.178079	0.000189
0.178808	0.000183
0.17995	0.000176
0.181214	0.000186
0.182056	0.000181
0.182923	0.000184
0.183847	0.000191
0.185199	0.000187
0.186163	0.000178
0.186909	0.000186
0.187905	0.000178
0.188869	0.00019
0.19006	0.000188
0.190975	0.000191
0.191947	0.000181
0.192814	0.000189
0.194199	0.000186
0.195082	0.000185
0.195803	0.000181
0.196807	0.00018
0.198217	0.000189
0.199083	0.000192
0.200063	0.00019
0.200776	0.000191
0.20208	0.000204
0.203061	0.000192
0.203952	0.000197
0.204964	0.000192
0.206131	0.000197
0.207111	0.000195
0.208018	0.000189
0.208933	0.0002
0.209913	0.000203
0.211015	0.000204
0.21202	0.000197
0.212935	0.000194
0.213866	0.000197
0.215154	0.000207
0.216078	0.000194
0.21705	0.000196
0.217941	0.000195
0.219075	0.000197
0.220144	0.000198
0.221068	0.000205
0.221951	0.000198
0.223109	0.000205
0.224097	0.000209
0.225012	0.000205
0.225887	0.000203
0.226924	0.000203
0.227961	0.000202
0.22899	0.0002
0.22997	0.000203
0.230909	0.000206
0.232197	0.00021
0.233048	0.0002
0.233874	0.000208
0.234806	0.000197
0.236239	0.000209
0.237203	0.000213
0.238054	0.000201
0.238929	0.00021
0.240257	0.000206
0.241083	0.000197
0.242161	0.000199
0.243036	0.000206
0.243967	0.000201
0.24519	0.000204
0.246114	0.000199
0.246891	0.000193
0.247831	0.000207
0.249087	0.000199
0.25001	0.000213
0.250909	0.000202
0.25197	0.00021
0.253129	0.000216
0.254117	0.000215
0.254984	0.000202
0.255777	0.000205
0.257009	0.000197
0.25794	0.000207
0.258872	0.000204
0.259755	0.000205
0.260743	0.000208
0.261958	0.000208
0.26289	0.000202
0.263934	0.000211
0.264979	0.000205
0.265943	0.000205
0.266964	0.000211
0.267904	0.000207
0.268714	0.000191
0.270026	0.000215
0.271063	0.000216
0.27193	0.000208
0.272821	0.000207
0.273995	0.000193
0.274935	0.000197
0.275874	0.000214
0.276863	0.000191
0.278223	0.00022
0.279001	0.000209
0.279925	0.000209
0.280621	0.000208
0.281901	0.000213
0.282946	0.000197
0.284031	0.00021
0.284785	0.000201
0.285822	0.000191
0.28698	0.000215
0.288082	0.000206
0.288713	0.000208
0.289783	0.000206
0.29103	0.00021
0.291864	0.000205
0.292731	0.000217
0.293768	0.000208
0.29508	0.000219
0.295769	0.000195
0.296968	0.000204
0.297899	0.000205
0.298871	0.000201
0.300038	0.000202
0.300799	0.000204
0.30186	0.000204
0.302881	0.000196
0.303999	0.000205
0.305003	0.000205
0.305918	0.000202
0.306818	0.000199
0.308016	0.000207
0.308851	0.000199
0.30992	0.000198
0.310852	0.000197
0.312188	0.000207
0.313006	0.000197
0.313792	0.00021
0.315015	0.0002
0.315866	0.000197
0.316984	0.0002
0.317818	0.000205
0.318944	0.000211
0.319802	0.000195
0.32109	0.000201
0.321892	0.0002
0.322783	0.000191
0.323763	0.000192
0.3251	0.000188
0.326032	0.000196
0.326947	0.000204
0.327676	0.000184
0.329093	0.000196
0.330187	0.000196
0.330989	0.000195
0.331985	0.000192
0.332876	0.000203
0.334108	0.000189
0.335096	0.000211
0.336003	0.000194
0.336667	0.000189
0.337971	0.000187
0.339	0.000194
0.339972	0.000193
0.340985	0.000189
0.34203	0.000181
0.342921	0.000197
0.343941	0.000194
0.34493	0.000185
0.346064	0.000188
0.347076	0.000181
0.347894	0.000184
0.348883	0.000186
0.350098	0.000195
0.350956	0.000181
0.352123	0.000189
0.352892	0.000197
0.353799	0.000185
0.355071	0.000183
0.355873	0.000174
0.356975	0.000181
0.357761	0.000187
0.358886	0.000183
0.359988	0.000178
0.360895	0.000187
0.361916	0.000188
0.363123	0.000183
0.364063	0.000177
0.365091	0.000185
0.366023	0.000183
0.367262	0.000178
0.368048	0.00018
0.368931	0.000178
0.369984	0.000172
0.370899	0.00018
0.372187	0.000177
0.372989	0.000177
0.373937	0.000176
0.37499	0.000181
0.376043	0.000173
0.37691	0.000174
0.378076	0.000177
0.37887	0.000166
0.380093	0.000173
0.381162	0.000172
0.382143	0.000173
0.383001	0.000163
0.384184	0.000174
0.385051	0.000162
0.385998	0.000169
0.386792	0.000168
0.387967	0.000165
0.389052	0.000167
0.390097	0.000168
0.390753	0.000169
0.391887	0.000162
0.393086	0.000172
0.394082	0.000166
0.395014	0.000166
0.395759	0.000161
0.397055	0.000156
0.398027	0.000166
0.39891	0.000165
0.400093	0.000165
0.401008	0.000169
0.402053	0.000156
0.402977	0.000162
0.404119	0.000165
0.404896	0.000164
0.405909	0.000163
0.407067	0.000154
0.407764	0.000155
0.40893	0.000157
0.409967	0.000156
0.41085	0.000152
0.411911	0.000157
0.412891	0.00016
0.414268	0.000164
0.415054	0.000156
0.415905	0.000161
0.416828	0.000152
0.418181	0.000152
0.419129	0.000153
0.420068	0.000156
0.420943	0.000158
0.422069	0.000152
0.42326	0.000161
0.424037	0.000151
0.42492	0.000155
0.425779	0.000147
0.427172	0.000156
0.42795	0.000155
0.42893	0.000148
0.429967	0.00015
0.43119	0.000148
0.431911	0.00013
0.43294	0.00015
0.433879	0.000142
0.435305	0.000146
0.436002	0.000155
0.43699	0.000144
0.437962	0.00014
0.439209	0.000141
0.440068	0.000132
0.441137	0.00013
0.441907	0.000132
0.44283	0.000144
0.444183	0.000139
0.445123	0.000135
0.446167	0.000141
0.446872	0.000135
0.448103	0.000132
0.449156	0.000142
0.450096	0.000148
0.450874	0.000139
0.452129	0.000125
0.453045	0.000132
0.45413	0.000128
0.455005	0.000129
0.45622	0.000146
0.457135	0.000137
0.458051	0.000127
0.45895	0.000141
0.459736	0.000116
0.461121	0.000133
0.462125	0.000138
0.462976	0.000134
0.46398	0.000134
0.465155	0.000141
0.46607	0.000132
0.467115	0.000128
0.468103	0.000138
0.469075	0.000121
0.470063	0.000119
0.471141	0.000134
0.471935	0.000126
0.473069	0.000123
0.474057	0.000127
0.474956	0.000105
0.476058	0.000117
0.477013	0.00013
0.478123	0.00012
0.479079	0.000127
0.479978	0.000123
0.480999	0.000114
0.482141	0.000128
0.482927	0.000126
0.483955	0.000117
0.484919	0.000124
0.486232	0.00014
0.487139	0.000132
0.487981	0.000123
0.488799	0.000117
0.490015	0.000138
0.491157	0.000122
0.492064	0.000137
0.493012	0.000127
